userid	offerid	countrycode	category	merchant	utcdate	rating
adadd06750db0fb1535bccaaa9f33d0e3a3787d8ff238292eda70bb1f41de099	60253e351dee27e77cd50366585517a3	de	125801	81dc9575e12600c50cca637701215bdf3d923eebcb08cc4c67fd928103c4931a	2016-06-14 17:31:53.0	0
adadd06750db0fb1535bccaaa9f33d0e3a3787d8ff238292eda70bb1f41de099	60253e351dee27e77cd50366585517a3	de	125801	81dc9575e12600c50cca637701215bdf3d923eebcb08cc4c67fd928103c4931a	2016-06-14 17:31:54.0	0
1b06bace12853c2ee30e983e1af28334f5920527e04416c9b8489bc38059cf8b	deafd09a713ed5c1be69d354bf0d7f5d	de	100010713	66863da8db7e6c51bed5eccc89a91f756e4baee85ad4469e15f0a0cc70f7afdb	2016-06-14 17:32:00.0	0
80c80fa92d000c27e46f27fc2c2204f1331a6963ada1088a38d70ef17af75828	19754ec121b3a99fff3967646942de67	de	100020213	21a509189fb0875c3732590121ff3fc86da770b0628c1812e82f023ee2e0f683	2016-06-14 17:32:06.0	0
245932f8c69c1d0609f8c67017647099f9f973be53184b1f3cfbcac0aad3ce50	be83df9772ec47fd210b28091138ff11	de	125801	4740b6c83b6e12e423297493f234323ffd1c991f3d4496a71daebbef01d6dcf0	2016-06-14 17:32:24.0	0
009f1d559f0d488923532bf53d4652f1d9eb67d72d4fde4192b6d8da848369d4	19754ec121b3a99fff3967646942de67	de	100020213	21a509189fb0875c3732590121ff3fc86da770b0628c1812e82f023ee2e0f683	2016-06-14 17:32:28.0	0
710fbc438b34b6e0e096caeec21a4cd10cb2811723742bf5dc0a86344532eebd	c5f63750c2b5b0166e55511ee878b7a3	de	100020213	f3c93baa0cf4430849611cedb3a40ec4094d1d370be8417181da5d13ac99ef3d	2016-06-14 17:32:40.0	0
009f1d559f0d488923532bf53d4652f1d9eb67d72d4fde4192b6d8da848369d4	19754ec121b3a99fff3967646942de67	de	100020213	21a509189fb0875c3732590121ff3fc86da770b0628c1812e82f023ee2e0f683	2016-06-14 17:32:56.0	0
439c55cc9bfe5b45b9643f8d053d19992b00cb57a785210cf8e0bebe3b43e1b6	c5f63750c2b5b0166e55511ee878b7a3	de	100020213	f3c93baa0cf4430849611cedb3a40ec4094d1d370be8417181da5d13ac99ef3d	2016-06-14 17:33:00.0	0
77d0835bdaf6cc3f4a5b3652b8c9a7d1a8c814a4d99d025ee3c666f7fdf35ec9	5e378677ca9bb41114562e84001c8516	de	125801	6f529242bbc6dfa46a35f7b9d37a32cd11a0838f204c24f95615d29d2d363ada	2016-06-14 17:33:47.0	0
0f7c6c5f7c36c7c44c53683d6537b004c2c51b9220ad97e10f2a699bdc9496d9	3735290a415dc236bacd7ed3aa03b2d5	de	125801	8bf8f87492a799528235c04bb18ff2d12db5058ff6e9a07041739be984a72df9	2016-06-14 17:34:04.0	0
2d41a5459f11b929e8f962a70811d86bbb89811ba584c50acb658a64605f8a15	c5f63750c2b5b0166e55511ee878b7a3	de	100020213	f3c93baa0cf4430849611cedb3a40ec4094d1d370be8417181da5d13ac99ef3d	2016-06-14 17:34:20.0	0
4ab308df2191a84bd7d24ba6f12c867f864ed8eb41fe7ab46d6999a9fd76b478	60253e351dee27e77cd50366585517a3	de	125801	81dc9575e12600c50cca637701215bdf3d923eebcb08cc4c67fd928103c4931a	2016-06-14 17:34:38.0	0
bd3c90fdb777b489e3a0e07967ef07fbca08d786b0708b984f5aa4ec1f50eee6	5e378677ca9bb41114562e84001c8516	de	125801	6f529242bbc6dfa46a35f7b9d37a32cd11a0838f204c24f95615d29d2d363ada	2016-06-14 17:34:54.0	0
0efb50e9e98d91393ff8b04f73049b5fb6b142bab1f43500259ddeb535ccea5c	c5f63750c2b5b0166e55511ee878b7a3	de	100020213	f3c93baa0cf4430849611cedb3a40ec4094d1d370be8417181da5d13ac99ef3d	2016-06-14 17:34:54.0	0
5200386597937f45b6fa7946adaa8f7a3ac01d69bb7b68caa3c81828f3fd345f	be83df9772ec47fd210b28091138ff11	de	125801	4740b6c83b6e12e423297493f234323ffd1c991f3d4496a71daebbef01d6dcf0	2016-06-14 17:35:02.0	0
747d97bdf66ecee177d8b581d55cbf487f10f6274c998e2b874c046fc1fd6148	5e378677ca9bb41114562e84001c8516	de	125801	6f529242bbc6dfa46a35f7b9d37a32cd11a0838f204c24f95615d29d2d363ada	2016-06-14 17:35:03.0	0
747d97bdf66ecee177d8b581d55cbf487f10f6274c998e2b874c046fc1fd6148	5e378677ca9bb41114562e84001c8516	de	125801	6f529242bbc6dfa46a35f7b9d37a32cd11a0838f204c24f95615d29d2d363ada	2016-06-14 17:35:05.0	0
d119005c254cedac74855b16f025dadee31e179891e8fa657b9d84db749d8cd1	3735290a415dc236bacd7ed3aa03b2d5	de	125801	8bf8f87492a799528235c04bb18ff2d12db5058ff6e9a07041739be984a72df9	2016-06-14 17:35:08.0	0
77d0835bdaf6cc3f4a5b3652b8c9a7d1a8c814a4d99d025ee3c666f7fdf35ec9	5e378677ca9bb41114562e84001c8516	de	125801	6f529242bbc6dfa46a35f7b9d37a32cd11a0838f204c24f95615d29d2d363ada	2016-06-14 17:35:13.0	0
0efb50e9e98d91393ff8b04f73049b5fb6b142bab1f43500259ddeb535ccea5c	5ac4398e4d8ad4167a57b43e9c724b18	de	125801	b042951fdb45ddef8ba6075ced0e5885bc2fa4c4470bf790432e606d85032017	2016-06-14 17:35:22.0	0
176875a074db79ee4aa2dcebf26a7b015226a4b7d62d8a91eaec79521c07e10e	256df6ac2ba9cb5acf81940781275f1b	de	116501	154f65f908a7406826ed6408a156db1bdb82f8f514dffc9c344dfba31ace8520	2016-06-02 17:50:16.0	0
79965cbe7eb3d0a949114a89baf866cf7995104d549612ea5ae4713b0142598d	47a849faa36f12600ed4f0b64357ae66	de	108301	d57d5bb0441a49deee087703f947c29e11dcda2148a626ddd8a5b0925a871dae	2016-06-02 17:50:16.0	0
5a6a17df666513ae4105cb8934fd44c1af014314f487a9b58f08c66ecb251cb3	32999416d8d580b734a228942400e674	de	108301	8fb1fab99fe590d1020a4f2868922d2e0009b933c0126093240eb28cc176bbab	2016-06-02 17:50:18.0	0
1f372e0a9321f81290ca21106a0475d968d264ce4f775a6f8a6d6f3280831625	f750ae4a781fb8fdd36955f8ba828e9c	de	100567813	19b04d3a4a9c985fe7c0aa48936b75553c7a7a34d11aca3569494eeb3d0238d8	2016-06-02 17:50:26.0	0
5dee1fb2d5d9df7dedef0381e3e36ab8612a88184eaa1e4efd415eab2a9c308b	b8e18f806c165f9c316e1eadd12200aa	de	100389523	7c5e023912bf0bfe6c0651907da0d45b8ab4b335f948088b1b8035a8f3dad349	2016-06-02 17:50:36.0	0
e60d6e07b5dd9ba937cf6ac2beb1ad81a081c1785c9835aa213cb3c5a7187eec	a4963bd2b280074964776fe79e2023ef	de	130401	de37a55a1df9f78805ed7b96cb82c59bfa32d72675b007427691b63070a8b217	2016-06-02 17:50:37.0	0
64fa1ca67fdbb45ddb65580a232133aef4d78e35008acbdae0d4052654dc5a4c	42509e15f6eaec1ae674d14b07e1653d	de	138301	fca91704667a53350611d159de21c2e5de8eeab874e4041e4c8bbe1edae0e64e	2016-06-02 17:50:44.0	0
5bafdc0592dff7fa8c2898888d7fa183865a8a425d15f8e8a364d89ab4743389	b24526a20f4e4412d9301c328ff71f61	de	138001	9f6c66333880924b1d7db5d2903ee94f8c1d8d958d3afbd153cc5e297f663e1a	2016-06-02 17:50:48.0	1
49fefd917c9f04fbe4b9f5cbd3f5cc60f2e0488ebb53e56d306defc45ef587c9	edf8b3ca9086baa6a2c6e850e714b415	de	100001	a4df2039cb94bd95ea9e6c90ff1d67555c768929fe05dacc85193bead6551010	2016-06-02 17:50:52.0	0
54393b872aafb03bf7341f02af938b92db4b716277074492cd9f09ff5dc3eeb7	9d525fc7a07fc60aff0746ec038a85e0	de	100323123	81dc9575e12600c50cca637701215bdf3d923eebcb08cc4c67fd928103c4931a	2016-06-02 17:50:53.0	0
94a6ed22a2485f56b0bacc939447c98a22f35b52a62e04ab954b5b49ba8a1087	acc64dc5da9d6d772bf9b9ddce8fa2c8	de	100372023	f8fb4cbadc71cc54107870763efd6334aa8d3b1e5b9b58e5cf0405e80d3442d4	2016-06-02 17:50:54.0	0
ac77edceaaa62f708239660e421692adca54754c9f0ab01e6d20599f0c392059	2ed118dbbe229c2f77b3fc253b027040	de	108701	b3508cee5c92a9533792fe0a29fdef87a69fc1a928d33eabb80378adc7e9e24a	2016-06-02 17:50:56.0	0
f9a5b3bf22b0dfab5a5e4dbc60a22c2d8726211e17346be040358383b3551e3a	f7759a83975edfc0b566d15b17ae46ec	de	100372023	f8fb4cbadc71cc54107870763efd6334aa8d3b1e5b9b58e5cf0405e80d3442d4	2016-06-02 17:51:01.0	0
4e450a30933c7c45bf452b446f345ee188aba1e309d4ac848bc82ff59dba9af5	17a6efb4edd0263c7bc204533ad49ae4	de	100544223	eb49b22a1bbd88fbdf614e3494326c3d2dd853104bff8c5adeaa99a143bdf7d2	2016-06-02 17:51:09.0	0
369564499b5a2697ff8479613ca2e26300d6cb0840bd95e43a5b3edf54160ce0	3074c32397be4bb3d3b8a1d4726e66e9	de	100354123	ab8863ef55e574c0093451ca02bc1842bd88e0fc32cf6779f5182b074a072d24	2016-06-02 17:51:10.0	0
5a7e01ca98e727f1bc7151d2c8a04dac9cf8d722f263e9f80e4a27a7706274a3	2f023323d8228ada63e2d4992c697186	de	133301	9fae16c5686c07ae0e027e635d5b8c99ae31696c770e2eefa6ca5273445e7723	2016-06-02 17:51:11.0	0
369564499b5a2697ff8479613ca2e26300d6cb0840bd95e43a5b3edf54160ce0	fb81f13fe35aff32b3e992fdcccec593	de	100354123	ab8863ef55e574c0093451ca02bc1842bd88e0fc32cf6779f5182b074a072d24	2016-06-02 17:51:15.0	0
dc3e68a44574918a2ebee6a8eead752c94cb52df6984b616cc409eac1618a5f6	f46b531a9afe3a565ccc84423d3aaf6f	de	108101	f31269b51d6e531677ee0542cecf8ecd221fefbe43b59606b2060c1d11209ac6	2016-06-02 17:51:16.0	0
f5532a8e201493efdae53861abb2579d5375c0e9926499ec15ac1df7279073f2	596b80c3e0eb040c657e88bc7815e6c8	de	134101	de010d08ae62a1f3d9a0b623ac5f44d4a648061f7696242ba23af877dce370fe	2016-06-02 17:51:17.0	0
6eb2fe43a01f9daf19af5873cbc279c07dffb10790da960d769a19d909e2d555	2bfd670e616b8f088797487eb6b71515	de	100354123	ab8863ef55e574c0093451ca02bc1842bd88e0fc32cf6779f5182b074a072d24	2016-06-02 17:51:20.0	1
e6fb883bcc1f3dd64e31f9799397894dc03fc24ef58a94e6836ccd45375116c5	0cfe15efe3744298f1d05d660321713f	de	113501	015bb7e2bf96e4f59a4cb8457c7f29f8892c0eea3c1408bc8812e965433395fb	2016-06-02 17:51:33.0	0
f556cb29fa6a9ad871b1e99bae3f586235639669e01758c2de80bd1bd7c205a0	5d4cffd1e4d79c566366cf9ab356175d	de	108301	a4df2039cb94bd95ea9e6c90ff1d67555c768929fe05dacc85193bead6551010	2016-06-02 17:51:36.0	0
14ae2b735d1ccf7cc5544af635ce7f9423b18db68cd4165c13ddc275d1aa4f39	4421a8ab4ff8579af5234130d3976d12	de	100332223	35b27b885e174a634a68d2dd6978c5be1745ac88f64cdaa461a31c20505f0c8a	2016-06-02 17:51:38.0	0
17bc090d4e972072cba262c666edbe884cacc02fd4374a19f2a821590ca776be	a272b89f0cc3d8f6533419f9cdc7668b	de	100020213	10698b6475abd54c5c6d1724d6f51cb795234c23a23daf1bdef1886a8ae522b5	2016-06-02 17:51:51.0	0
369564499b5a2697ff8479613ca2e26300d6cb0840bd95e43a5b3edf54160ce0	fb81f13fe35aff32b3e992fdcccec593	de	100354123	ab8863ef55e574c0093451ca02bc1842bd88e0fc32cf6779f5182b074a072d24	2016-06-02 17:51:52.0	0
19351aaa793fa9b0d2772cd303ee9c4f2717536da13890415171d04b12ccd1ae	b31acf3ce5940214766f188b901a16bc	de	100566213	e4b348facdbb041cd84c9678333ee173ab6512238d5412100c55715f58ef1991	2016-06-02 17:51:55.0	0
298a82608061758a47d12dfb14fa1671db61a6ca892003463545cf603ea24f6c	a3e75a16f2b06aa46aa983516d85c137	de	108801	ea760083815933f4f181ffd989b03fb5398b127dc194c08e89b2f35edf11f21f	2016-06-02 17:52:02.0	0
bb1ea290b20db0b2ea0ea6f0951ea6b23988e2134f305ddc0917624d4717176f	0c2c89e5fe431aae53fb1ae058770fa2	de	108101	7d5fc213708a75c9ac3bc7d2c7437f8bbbf430dec977fd50f3dddeffafd8f08d	2016-06-02 17:52:03.0	0
5399e5c31048442d7d8f416f6d664a36e698f1975a075afdef375ae433b2325d	4debaf5ed5319cf6266900b8b91d396f	de	100232023	605347c8b88abb40c04e70d5020323a114bb73947eb56247c58ea3b51edd7b47	2016-06-02 17:52:05.0	0
c81fb4720df1268e86fc94a156fb3db4c7ca19518173ccda8a10a53a007da477	52c89db43bc94ddfa9cf4fef19204fa0	de	109401	a4df2039cb94bd95ea9e6c90ff1d67555c768929fe05dacc85193bead6551010	2016-06-02 17:52:06.0	0
152da3eae63480c519db375417a269ec22f7cd85289164202b88c92cbaddc490	367882cbc92f7017a3ccfd998a1cbc46	de	100354123	ab8863ef55e574c0093451ca02bc1842bd88e0fc32cf6779f5182b074a072d24	2016-06-02 17:52:14.0	0
9be6cd6f459bd8719fae930568b78848bd8802a7663bd2fbee506e2551381637	b9fec0ec04e54f9ef47e7acdeeac7eff	de	100201	b7a4f2934c14289e4959377aec5d2b09b4983655dfe38500dd62b358f8c04796	2016-06-02 17:52:17.0	0
316d33498f6e4a91a6ab20ae185600fea134be86f69c8f65d15b1af17a754a89	fb0db91ef64dcefec0f8f785ce57d8ae	de	140401	34feaf63b21b8a0b7fa056d71437fd8c3de01dac219f8599b16088833e618c79	2016-06-02 17:52:17.0	0
ab30915376a4bbbe22385f49860a05b26144d62c7feff2b65bb0bf82db7eefff	1a02bc9c280472039c6a36d2f3664857	de	100360623	3de987a8d0884a1e09bbe92dc2132dee8f0711b2c68c32cbd7fb6dc734c1f21d	2016-06-02 17:52:25.0	0
01560ab48be0299c0bce19d5c858ab8eae73041234ed93615480da8897f79336	90c2d621f6827ca30a081a0bc239dc8b	de	108101	5644c98116ea9b058f134bbe1c63e0ed95f80b25159d1a752a2af8a3a3f61ef4	2016-06-02 17:52:26.0	0
a642ff58747ac84b3bec2986b4f1f19939a3356ee273e31b3ed5529ebd9e6df1	e0224e021f73b46336e49987610a7d72	de	100311823	015bb7e2bf96e4f59a4cb8457c7f29f8892c0eea3c1408bc8812e965433395fb	2016-06-02 17:52:27.0	0
060925428e332cf308767f7beaa8be2fd69becc4be36baf5cc7d57f6086423ad	aa0d14ddd55c9bf397e86435113c4523	de	120901	1b96e4898ac2f358b0a4c763f3285b743e03bfd6b5c1457d1a9c4e3680a300b5	2016-06-02 17:52:28.0	0
c81fb4720df1268e86fc94a156fb3db4c7ca19518173ccda8a10a53a007da477	19878701185f304a09bf50b805158f72	de	109401	9804d1304810808927eee333f71ee5fc17d9ae93b2e0e40fe441640321bec41d	2016-06-02 17:52:31.0	0
6aba670f1d6242a1ca8ee191bde1eb99f51aac81875baab97f7e5eaab2710771	e0371c4f366436afe6d8e4d860618796	de	100567813	1b7ab6195d96a4a3c8795f9076185d738b6b0bb713e7f6eea7c54cc059a8fe38	2016-06-02 17:52:42.0	0
8338808b777ebb84b91622f58f297a2f1ef5612cd7fc99b5cbda0ca007ab8ed6	cda7af07a004e1983dc431070e811a0b	de	113501	015bb7e2bf96e4f59a4cb8457c7f29f8892c0eea3c1408bc8812e965433395fb	2016-06-02 17:52:58.0	0
77a299d64f12a1da4dcddeda1702337cb0bbf56189f93b990bb08271d8f883fc	b8952f08d54b3604c6499a6c0695e82e	de	136901	fa095b0d028da96f73aa1228fcfb9ddc6636e4633cd72bfb0b48e4fce5bfb991	2016-06-02 17:53:07.0	0
f352364d4d4523139785383ce319f0f4d079ea71d39e483f4e7fb089ff187874	f791ddfa79cef76241baf93e840a9304	de	100334223	6f529242bbc6dfa46a35f7b9d37a32cd11a0838f204c24f95615d29d2d363ada	2016-06-02 17:53:28.0	0
2ce0a8137d88cda1fb3aa71f2ac463a83d2579f308513a6edcabd6f8a31dd9dc	00a75f89b7d2d6ca6c60c49475d1fbe5	de	113501	015bb7e2bf96e4f59a4cb8457c7f29f8892c0eea3c1408bc8812e965433395fb	2016-06-02 17:53:34.0	0
7c61831be004421505903f990a5b4f597322307e572a39c36a466179f31bb355	05aa287e0a53f6a5c9b92a273ded0844	de	100091613	418899436d9314d6afe780b7fad289efed5115928e93293fb6ee0c0385d8c7ca	2016-06-02 17:53:50.0	1
f32465986ae54aed007fc362106e47ddfc097f3ff15ede912174c07ef1189e12	a658ba53e660162b69f595a5999d0fcb	de	138001	8497a9dd86ab3b7f192f2e65994b972787bdcdc6b501b48dab19eaa4737ca148	2016-06-02 17:53:52.0	0
ac77edceaaa62f708239660e421692adca54754c9f0ab01e6d20599f0c392059	981337bbae88ed4488d8057cc2c01c24	de	108701	b3508cee5c92a9533792fe0a29fdef87a69fc1a928d33eabb80378adc7e9e24a	2016-06-02 17:53:55.0	0
ac77edceaaa62f708239660e421692adca54754c9f0ab01e6d20599f0c392059	f0f73018f7c88569596db6180d101e71	de	130401	de37a55a1df9f78805ed7b96cb82c59bfa32d72675b007427691b63070a8b217	2016-06-02 17:53:55.0	0
ab30915376a4bbbe22385f49860a05b26144d62c7feff2b65bb0bf82db7eefff	8a1342006b1277b2eb4bc102aeb39b69	de	108101	6f529242bbc6dfa46a35f7b9d37a32cd11a0838f204c24f95615d29d2d363ada	2016-06-02 17:54:00.0	0
5399e5c31048442d7d8f416f6d664a36e698f1975a075afdef375ae433b2325d	87ada0dbf6673c828ca21c01b46a30e6	de	100232023	b8bb0235ff08411cf7fa61c4ea538583e378554ae772c63568467e5bbe3bb941	2016-06-02 17:54:03.0	0
2ce0a8137d88cda1fb3aa71f2ac463a83d2579f308513a6edcabd6f8a31dd9dc	f8ec8623115b2348b4918b78859e07af	de	100323123	0eabf6a827a2c9cf6b72430c476536177accf55cf791b48aba887d62fb4ce44d	2016-06-02 17:54:04.0	0
b11f75073b8a579b76d6bcef50d81ecaefb11536bb8d3c3cff2e6ca461363fe0	59262825982772729afa348796caf50b	de	107401	6f529242bbc6dfa46a35f7b9d37a32cd11a0838f204c24f95615d29d2d363ada	2016-06-02 17:54:05.0	0
fe91877f4bde08ef2eeefa92f00edf39f1b8525437d50d682c8f49097588d264	e16d97ea376135bd1ff43228cef1968f	de	136901	fa095b0d028da96f73aa1228fcfb9ddc6636e4633cd72bfb0b48e4fce5bfb991	2016-06-02 17:54:06.0	0
b11f75073b8a579b76d6bcef50d81ecaefb11536bb8d3c3cff2e6ca461363fe0	6d7000794ae22b593c37687c46be056c	de	109401	6bc8c46010c3a4a09ed8cc14a6ac546d4c12353796ac3e81f2d4b4d6e4a59f28	2016-06-02 17:54:14.0	0
7905e4aa64611fbef01b551f73c43e2733ad4f8af0fab6e3da2ba1645e89aa65	dba923297d676abb9dc30a05231bf4c5	de	100434023	5878d16d0c069128348b592016e1e6d7d153ea0425bbe8d367adcf7cf8ed204a	2016-06-02 17:54:21.0	0
2fc75561cb673b985c78e79fa2845540cab257f92576aacde937a3e4ca24b6a3	445182b83c202e190685d78599cea1a9	de	164401	e53d5c8c86f0a24e5164a792da802e48660891e32224d35d2083fcb3c952fed6	2016-06-02 17:54:42.0	0
c1139968a29dc64519e56c07d00b9b7339865bbe09885535b68f8c6678017697	7b7d8195deb5796d93f0ab7d5cf713cc	de	130401	6ed9b50760b377904360c1f6b8e71ca92155a8f69957fbe89c8d126131b050c0	2016-06-02 17:54:43.0	0
7735de9a62b5bdd4307818b3fa7928ec226ac1f8607831260383f6d616bda35a	9674edeb73f6e51ade9481ad452edcb4	de	142101	c26503aa822d9652cb0c2274a76467c5720e341e549d7ccafeb8eb4863a43e49	2016-06-02 17:54:47.0	1
316d33498f6e4a91a6ab20ae185600fea134be86f69c8f65d15b1af17a754a89	835ec6fe8639c991a597806a1986cb0b	de	125801	ac26975cf46eae9898b7d906bdfbbf99ce7813ffc3f9b7c42163a55e02e81516	2016-06-02 17:54:54.0	0
68828b41303e9467a1440c31a664c1abf4f2c793076c5bd1a8a2ee839d2e76c2	b92f5f07c4eb9f351b62bc2d672684eb	de	141601	84e20757b4ff4124ce162cbfc012d052a39f4c94ff278bad195781e1d54398e6	2016-06-02 17:55:04.0	0
68828b41303e9467a1440c31a664c1abf4f2c793076c5bd1a8a2ee839d2e76c2	7bfd81e67f7b8a5dd76b3305ee65979a	de	141601	84e20757b4ff4124ce162cbfc012d052a39f4c94ff278bad195781e1d54398e6	2016-06-02 17:55:04.0	0
219f74edda79ba67f3dc6a2ecd7e42ea4fcfa362c51e7c6d3d4bb279fa1a239c	63382c1f7d77743d9ca7762a894859c5	de	108301	8fb1fab99fe590d1020a4f2868922d2e0009b933c0126093240eb28cc176bbab	2016-06-02 17:55:04.0	0
76c945491c139df59345461f753385f107145f4efff6df7825a22f10089511f3	b94a1a8bb869f964bc7dccab4c563ed2	de	107401	c767cb859d5f17239b18a93348a6e15afe8557e8806dd7aed694d094145a987f	2016-06-02 17:55:11.0	0
81a28f3107987bf6f12bdf9c49f2dde68691b68aa8067d8283eebc8a9b99d1f9	4d892a9d0dc3221193fcd83401717770	de	100052213	015bb7e2bf96e4f59a4cb8457c7f29f8892c0eea3c1408bc8812e965433395fb	2016-06-02 17:55:25.0	0
f55b5538989e14e7e32b81bf8b1f281ad2a798e6cac47dcec985c89eebd215bc	1e0f59400d80c8ea3df93a29a269ffed	de	164401	9743962eb4725a80ebf98cbf3d75f03fa58c62eab070ab4760a908ee3ca88b08	2016-06-02 17:55:26.0	0
f55b5538989e14e7e32b81bf8b1f281ad2a798e6cac47dcec985c89eebd215bc	638d1691a385070ded5a16045b109b0b	de	139401	4caa35f6bf4466db696fabf2f20617bd45fdfc55c554e81c57285cb157f158b5	2016-06-02 17:55:26.0	0
0be27d5b601879dbf2ed3e529b1da31fe8e890aed31cd219e9e97953568d63f6	51430a68812d77df874615c35f648d1e	de	100354123	70ea724342fb2d118a3113c979fba3ae09846ae6c6846be8bf32da6567c0ad02	2016-06-02 17:55:30.0	0
1c0d41e1fd9c8b601e84785e8a8b9f40827fd7a2252a220d54cdd89f090162be	c085b4c17973527df20e4c6b4fceb403	de	136201	8fb1fab99fe590d1020a4f2868922d2e0009b933c0126093240eb28cc176bbab	2016-06-02 17:55:30.0	0
f379399663b1c517a1de83272b568ede69ac9121b149ed0df8300a121fdad2de	61fbe9fda6e8f44d4642a8697df180a0	de	100484623	0d5d74192ebcbbd163ee8ee8439b5632b08dfd1c9c19baa9d2a4d4ce8b9074f0	2016-06-02 17:55:30.0	0
77a299d64f12a1da4dcddeda1702337cb0bbf56189f93b990bb08271d8f883fc	c60fdc0b61b0ed01078a3b2a35451bfb	de	142101	8f6c495491c1cca0f11ba8a3ed0c6fe86af9191087ec052a36ed784c023927e0	2016-06-02 17:55:38.0	0
27fd618771b2c0f9e6aa047790ba2c4fe90d4716727149920ba4c60edc231a4d	21a6118cb0458760a63475c58e8a9513	de	138001	cac27259a4985ab27a525777aed2e9400d3b9ed65c62d4745db5ffe0af7bd8ad	2016-06-02 17:55:38.0	0
2014a976a7e6775f784952118aba4cbdef790c5608bc53e826415a2713d9c641	9157b97ae21f55ed3fe7e63e79c711c5	de	164401	b042951fdb45ddef8ba6075ced0e5885bc2fa4c4470bf790432e606d85032017	2016-06-02 17:55:45.0	1
